title	link
(2021) First-class scholarship, College of Information Science and Engineering, Shandong Agricultural University
(2022) First-class scholarship, College of Information Science and Engineering, Shandong Agricultural University
(2023) The Third Prize of the 9th Shandong Agricultural University College Students Science and Technology Innovation Competition
